subject,mirna,expressed,direction
11,hsa-miR-23c,1,1
11,hsa-miR-3190-5p,1,-1
11,hsa-miR-4795-3p,1,1
11,hsa-miR-4691-3p,1,-1
11,hsa-miR-615-3p,1,1
11,hsa-miR-4690-3p,1,1
11,hsa-miR-379-3p,1,-1
11,hsa-miR-523-3p,1,1
11,hsa-miR-145-3p,1,-1
11,hsa-miR-125b-2-3p,1,1
11,hsa-miR-1271-3p,1,1
11,hsa-mir-103a-2,1,-1
11,hsa-miR-181b-2-3p,1,1
11,hsa-let-7a-5p,1,1
11,hsa-miR-1233-3p,1,-1
11,hsa-mir-296,1,1
11,hsa-miR-633,1,-1
11,hsa-miR-518b,1,-1
11,hsa-miR-323b-3p,1,-1
11,hsa-miR-1277-3p,1,1
11,hsa-miR-378b,1,-1
11,hsa-miR-374b-5p,1,-1
11,hsa-miR-3074-5p,1,1
11,hsa-miR-98-3p,1,1
11,hsa-miR-1228-3p,1,-1
11,hsa-miR-1227-3p,1,-1
11,hsa-miR-548t-5p,1,-1
11,hsa-miR-6516-5p,1,-1
11,hsa-miR-6809-3p,1,-1
11,hsa-miR-3157-5p,1,1
11,hsa-miR-6715a-3p,1,1
11,hsa-miR-126-3p,1,1
11,hsa-miR-421,1,-1
11,hsa-miR-3682-5p,1,1
11,hsa-miR-376a-5p,1,1
11,hsa-miR-122-3p,1,-1
11,hsa-miR-193b-5p,1,1
11,hsa-miR-181b-3p,1,1
11,hsa-miR-374a-3p,1,1
11,hsa-miR-653-5p,1,1
11,hsa-miR-372-3p,1,1
11,hsa-miR-6795-3p,1,1
11,hsa-miR-378d,1,-1
11,hsa-miR-651-3p,1,1
11,hsa-miR-3677-5p,1,-1
11,hsa-miR-6862-3p,1,-1
11,hsa-miR-345-5p,1,1
11,hsa-miR-4694-3p,1,1
11,hsa-miR-6858-3p,1,1
11,hsa-miR-3181,1,1
11,hsa-miR-6853-3p,1,1
11,hsa-miR-1273c,1,1
11,hsa-miR-6746-3p,1,1
11,hsa-miR-4645-5p,1,-1
11,hsa-miR-4717-5p,1,1
11,hsa-miR-4459,1,-1
11,hsa-miR-146b-3p,1,-1
11,hsa-miR-296-3p,1,1
11,hsa-miR-1284,1,-1
11,hsa-miR-4800-3p,1,-1
11,hsa-miR-3199,1,1
11,hsa-miR-20a-3p,1,-1
11,hsa-miR-885-3p,1,-1
11,hsa-miR-26b-5p,1,1
11,hsa-miR-1273d,1,-1
11,hsa-miR-302b-3p,1,-1
11,hsa-miR-542-5p,1,-1
11,hsa-miR-5189-3p,1,1
11,hsa-miR-6810-3p,1,-1
11,hsa-miR-548c-3p,1,1
11,hsa-miR-548ah-3p|hsa-miR-548p,1,1
11,hsa-miR-194-3p,1,-1
11,hsa-miR-580-3p,1,-1
11,hsa-miR-942-3p,1,-1
11,hsa-miR-31-5p,1,-1
11,hsa-miR-6504-5p,1,1
11,hsa-miR-7845-5p,1,-1
11,hsa-miR-4796-3p,1,-1
11,hsa-miR-708-5p,1,-1
11,hsa-miR-2115-3p,1,1
11,hsa-miR-6873-5p,1,-1
11,hsa-miR-152-5p,1,-1
11,hsa-miR-4289,1,1
11,hsa-miR-4662b,1,1
11,hsa-mir-516b-2,1,1
11,hsa-miR-3140-5p,1,1
11,hsa-miR-133a-5p,1,1
11,hsa-miR-550b-2-5p,1,-1
11,hsa-miR-3144-3p,1,1
11,hsa-miR-6503-5p,1,1
11,hsa-miR-302e,1,-1
11,hsa-miR-369-3p,1,-1
11,hsa-miR-626,1,1
11,hsa-miR-6822-5p,1,1
11,hsa-miR-29c-3p,1,1
11,hsa-miR-31-3p,1,1
11,hsa-miR-496,1,-1
11,hsa-miR-4723-3p,1,1
11,hsa-miR-485-3p,1,1
11,hsa-miR-337-5p,1,-1
11,hsa-miR-6859-5p,1,-1
11,hsa-miR-4284,1,-1
11,hsa-miR-4734,1,-1
11,hsa-miR-502-3p,1,1
11,hsa-miR-7-1-3p,1,1
11,hsa-miR-3529-5p,1,-1
11,hsa-mir-107,1,-1
11,hsa-miR-6796-5p,1,-1
11,hsa-mir-4485,1,1
11,hsa-mir-92a-1,1,-1
11,hsa-mir-502,1,1
11,hsa-let-7i-3p,1,-1
11,hsa-miR-1322,1,-1
11,hsa-miR-3605-3p,1,-1
11,hsa-miR-5699-3p,1,1
11,hsa-miR-4770,1,1
11,hsa-miR-548p,1,-1
11,hsa-miR-3150b-3p,1,1
11,hsa-let-7b-5p,1,1
11,hsa-miR-3129-3p,1,-1
11,hsa-miR-219b-3p,1,-1
11,hsa-miR-29a-5p,1,1
11,hsa-miR-892a,1,1
11,hsa-miR-5586-5p,1,1
11,hsa-miR-190b,1,-1
11,hsa-miR-3145-3p,1,1
11,hsa-miR-4444,1,-1
11,hsa-miR-6716-3p,1,1
11,hsa-miR-3621,1,1
11,hsa-miR-589-5p,1,1
11,hsa-miR-4479,1,1
11,hsa-miR-345-3p,1,1
11,hsa-miR-3683,1,1
11,hsa-miR-488-3p,1,-1
11,hsa-miR-585-5p,1,-1
11,hsa-miR-6805-3p,1,-1
11,hsa-miR-429,1,-1
11,hsa-miR-766-3p,1,-1
11,hsa-miR-671-5p,1,-1
11,hsa-miR-323b-5p,1,1
11,hsa-miR-2114-3p,1,-1
11,hsa-miR-3200-3p,1,-1
11,hsa-miR-507,1,1
11,hsa-miR-5010-5p,1,1
11,hsa-miR-4485-5p,1,-1
11,hsa-miR-3653-3p,1,1
11,hsa-miR-4449,1,1
11,hsa-miR-1260a,1,-1
11,hsa-miR-3194-3p,1,-1
11,hsa-miR-5006-3p,1,-1
11,hsa-miR-3677-3p,1,-1
11,hsa-miR-6500-5p,1,1
11,hsa-miR-6883-3p,1,1
11,hsa-miR-875-5p,1,1
11,hsa-miR-33b-5p,1,1
11,hsa-miR-6747-3p,1,1
11,hsa-miR-4717-3p,1,1
11,hsa-miR-378f,1,1
11,hsa-miR-214-3p,1,-1
11,hsa-miR-5706,1,1
11,hsa-miR-6865-3p,1,-1
11,hsa-miR-6820-5p,1,-1
11,hsa-miR-6755-3p,1,-1
11,hsa-miR-7854-3p,1,-1
11,hsa-miR-548a-3p,1,1
11,hsa-miR-183-5p,1,1
11,hsa-miR-4477a,1,1
11,hsa-miR-548b-3p,1,1
11,hsa-miR-652-5p,1,-1
11,hsa-miR-450a-1-3p,1,-1
11,hsa-miR-4728-3p,1,-1
11,hsa-miR-432-5p,1,-1
11,hsa-miR-4443,1,-1
11,hsa-miR-4791,1,-1
11,hsa-miR-28-3p,1,1
11,hsa-miR-6890-3p,1,-1
11,hsa-miR-6789-5p,1,-1
11,hsa-miR-1245a,1,-1
11,hsa-miR-9-5p,1,1
11,hsa-miR-6501-5p,1,1
11,hsa-miR-1248,1,-1
11,hsa-miR-3663-5p,1,1
11,hsa-miR-2277-5p,1,-1
11,hsa-miR-22-3p,1,1
11,hsa-miR-548j-5p,1,-1
11,hsa-miR-6737-3p,1,1
11,hsa-miR-132-5p,1,1
11,hsa-miR-1911-5p,1,1
11,hsa-miR-26a-1-3p,1,-1
11,hsa-miR-551b-3p,1,-1
11,hsa-miR-6758-5p,1,-1
11,hsa-miR-590-3p,1,-1
11,hsa-miR-548g-3p,1,1
11,hsa-miR-2116-3p,1,-1
11,hsa-miR-548az-5p,1,-1
11,hsa-miR-548ai|hsa-miR-570-5p,1,-1
11,hsa-miR-3143,1,-1
11,hsa-miR-5580-5p,1,1
11,hsa-miR-154-5p,1,-1
11,hsa-miR-6740-3p,1,1
11,hsa-miR-6516-3p,1,-1
11,hsa-mir-500b,1,1
11,hsa-miR-7704,1,1
11,hsa-miR-339-3p,1,-1
11,hsa-mir-520c,1,-1
11,hsa-miR-19b-1-5p,1,1
11,hsa-miR-99a-3p,1,-1
11,hsa-miR-3175,1,1
11,hsa-miR-519e-5p,1,1
11,hsa-miR-18a-5p,1,-1
11,hsa-miR-4750-3p,1,-1
11,hsa-miR-6765-3p,1,-1
11,hsa-miR-342-5p,1,-1
11,hsa-miR-4999-5p,1,-1
11,hsa-miR-3690,1,-1
11,hsa-miR-6718-5p,1,1
11,hsa-miR-576-5p,1,-1
11,hsa-miR-4632-3p,1,1
11,hsa-miR-7977,1,1
11,hsa-miR-136-5p,1,-1
11,hsa-miR-374c-5p,1,1
11,hsa-miR-585-3p,1,1
11,hsa-miR-877-3p,1,-1
11,hsa-miR-3183,1,-1
11,hsa-miR-4498,1,1
11,hsa-miR-3120-3p,1,1
11,hsa-miR-4436b-3p,1,1
11,hsa-miR-363-3p,1,-1
11,hsa-miR-450a-2-3p,1,1
11,hsa-mir-218-1,1,-1
11,hsa-miR-1258,1,1
11,hsa-miR-765,1,1
11,hsa-miR-1343-5p,1,-1
11,hsa-miR-548e-3p,1,1
11,hsa-miR-4728-5p,1,1
11,hsa-miR-654-3p,1,1
11,hsa-miR-548f-5p,1,1
11,hsa-miR-1276,1,1
11,hsa-miR-4643,1,1
11,hsa-miR-339-5p,1,1
11,hsa-miR-4763-5p,1,1
11,hsa-miR-6728-3p,1,-1
11,hsa-miR-642a-3p,1,1
11,hsa-miR-586,1,-1
11,hsa-miR-4797-3p,1,-1
11,hsa-miR-520a-5p,1,-1
11,hsa-miR-4687-3p,1,-1
11,hsa-miR-6748-3p,1,1
11,hsa-miR-495-3p,1,1
11,hsa-miR-181c-5p,1,-1
11,hsa-miR-583,1,-1
11,hsa-miR-4777-3p,1,-1
11,hsa-mir-378d-2,1,-1
11,hsa-miR-3158-5p,1,-1
11,hsa-miR-6509-5p,1,1
11,hsa-miR-2467-5p,1,1
11,hsa-miR-20a-5p,1,1
11,hsa-miR-208a-3p,1,1
11,hsa-miR-7853-5p,1,-1
11,hsa-miR-6823-5p,1,-1
11,hsa-miR-506-3p,1,1
11,hsa-miR-450a-5p,1,-1
12,hsa-miR-5193,1,1
12,hsa-miR-323b-3p,1,-1
12,hsa-miR-6728-3p,1,1
12,hsa-miR-181a-5p,1,-1
12,hsa-miR-378h,1,-1
12,hsa-miR-542-3p,1,-1
12,hsa-miR-4470,1,-1
12,hsa-miR-371b-5p,1,1
12,hsa-miR-3620-3p,1,1
12,hsa-miR-550a-3-5p,1,1
12,hsa-miR-34c-3p,1,1
12,hsa-miR-203a-3p,1,1
12,hsa-miR-6849-5p,1,-1
12,hsa-miR-6829-3p,1,1
12,hsa-miR-4438,1,-1
12,hsa-miR-556-5p,1,1
12,hsa-miR-6758-5p,1,-1
12,hsa-miR-4687-5p,1,-1
12,hsa-miR-5187-3p,1,1
12,hsa-miR-324-5p,1,-1
12,hsa-miR-4637,1,-1
12,hsa-miR-153-3p,1,1
12,hsa-miR-6730-3p,1,-1
12,hsa-miR-5002-3p,1,-1
12,hsa-miR-3192-5p,1,-1
12,hsa-miR-4426,1,-1
12,hsa-miR-6890-3p,1,-1
12,hsa-miR-107,1,-1
12,hsa-miR-19a-3p,1,-1
12,hsa-miR-4655-5p,1,1
12,hsa-miR-208a-5p,1,-1
12,hsa-miR-3944-3p,1,-1
12,hsa-miR-4289,1,-1
12,hsa-miR-3064-5p,1,1
12,hsa-miR-3179,1,-1
12,hsa-miR-19a-5p,1,-1
12,hsa-miR-6750-3p,1,-1
12,hsa-let-7a-2-3p,1,1
12,hsa-miR-6514-3p,1,1
12,hsa-miR-455-5p,1,-1
12,hsa-miR-199a-3p|hsa-miR-199b-3p,1,-1
12,hsa-miR-4484,1,1
12,hsa-miR-4299,1,-1
12,hsa-mir-103a-2,1,-1
12,hsa-miR-3913-3p,1,1
12,hsa-miR-498,1,1
12,hsa-miR-6513-5p,1,-1
12,hsa-miR-1247-5p,1,-1
12,hsa-miR-4732-5p,1,-1
12,hsa-miR-5004-5p,1,-1
12,hsa-mir-28,1,1
12,hsa-miR-4733-5p,1,1
12,hsa-miR-877-5p,1,-1
12,hsa-miR-3116,1,1
12,hsa-miR-3194-5p,1,1
12,hsa-miR-3129-3p,1,-1
12,hsa-miR-1277-3p,1,-1
12,hsa-miR-4787-5p,1,1
12,hsa-miR-1286,1,1
12,hsa-miR-30d-5p,1,-1
12,hsa-miR-127-3p,1,-1
12,hsa-miR-505-5p,1,1
12,hsa-miR-4436b-5p,1,1
12,hsa-miR-448,1,-1
12,hsa-miR-4749-5p,1,1
12,hsa-miR-380-5p,1,1
12,hsa-miR-3683,1,-1
12,hsa-miR-6879-3p,1,-1
12,hsa-miR-183-3p,1,-1
12,hsa-miR-4521,1,-1
12,hsa-miR-7845-5p,1,-1
12,hsa-miR-431-5p,1,-1
12,hsa-let-7a-2,1,1
12,hsa-miR-5591-3p,1,1
12,hsa-miR-6769b-3p,1,-1
12,hsa-miR-6823-5p,1,1
12,hsa-miR-4695-3p,1,-1
12,hsa-miR-4286,1,1
12,hsa-miR-4433a-3p,1,-1
12,hsa-mir-196a-1,1,1
12,hsa-miR-6736-5p,1,-1
12,hsa-mir-320a,1,1
12,hsa-mir-128-1,1,-1
12,hsa-miR-4766-3p,1,-1
12,hsa-miR-5586-5p,1,1
12,hsa-miR-365b-5p,1,-1
12,hsa-miR-221-5p,1,1
12,hsa-miR-4685-3p,1,1
12,hsa-miR-4738-5p,1,-1
12,hsa-miR-8072,1,-1
12,hsa-let-7e-3p,1,1
12,hsa-miR-744-5p,1,1
12,hsa-miR-6778-3p,1,1
12,hsa-miR-6799-5p,1,-1
12,hsa-miR-5703,1,1
12,hsa-miR-3675-5p,1,1
12,hsa-miR-25-5p,1,1
12,hsa-miR-200c-3p,1,-1
12,hsa-miR-6732-3p,1,-1
12,hsa-miR-369-3p,1,-1
12,hsa-let-7d,1,-1
12,hsa-miR-4727-3p,1,-1
12,hsa-miR-4758-3p,1,-1
12,hsa-miR-202-5p,1,1
12,hsa-miR-10a-5p,1,-1
12,hsa-miR-5008-3p,1,1
12,hsa-miR-4746-5p,1,-1
12,hsa-miR-4768-5p,1,1
12,hsa-miR-6511a-5p|hsa-miR-6511b-5p,1,1
12,hsa-miR-152-3p,1,-1
12,hsa-miR-454-3p,1,1
12,hsa-miR-887-3p,1,-1
12,hsa-miR-532-5p,1,-1
12,hsa-miR-26a-2-3p,1,1
12,hsa-miR-29b-3p,1,1
12,hsa-miR-1255b-2-3p,1,1
12,hsa-miR-7152-5p,1,1
12,hsa-miR-4660,1,1
12,hsa-miR-6820-5p,1,1
12,hsa-miR-6871-3p,1,-1
12,hsa-miR-27a-3p,1,1
12,hsa-miR-6824-3p,1,1
12,hsa-miR-548q,1,1
12,hsa-miR-6862-5p,1,-1
12,hsa-miR-143-3p,1,1
12,hsa-miR-15a-5p,1,-1
12,hsa-miR-376c-5p,1,1
12,hsa-miR-377-3p,1,1
12,hsa-miR-5583-3p,1,-1
12,hsa-miR-4654,1,1
12,hsa-miR-4748,1,1
12,hsa-miR-194-5p,1,-1
12,hsa-miR-6844,1,-1
12,hsa-miR-3607-5p,1,-1
12,hsa-miR-632,1,-1
12,hsa-miR-4440,1,-1
12,hsa-miR-654-3p,1,1
12,hsa-miR-520h,1,1
12,hsa-miR-548ak,1,1
12,hsa-miR-1265,1,-1
12,hsa-let-7a-3,1,-1
12,hsa-miR-6842-5p,1,-1
12,hsa-miR-6881-3p,1,-1
12,hsa-miR-539-5p,1,-1
12,hsa-miR-603,1,-1
12,hsa-miR-33b-3p,1,-1
12,hsa-miR-24-3p,1,-1
12,hsa-miR-616-5p,1,1
12,hsa-miR-4424,1,1
12,hsa-miR-132-5p,1,1
12,hsa-miR-452-5p,1,1
12,hsa-miR-16-2-3p,1,-1
12,hsa-miR-548ab,1,1
12,hsa-miR-302a-5p,1,-1
12,hsa-miR-6746-3p,1,-1
12,hsa-miR-541-3p,1,1
12,hsa-miR-892a,1,1
12,hsa-miR-7974,1,-1
12,hsa-miR-513a-5p,1,-1
12,hsa-miR-664a-3p,1,1
12,hsa-mir-133b,1,-1
12,hsa-miR-4326,1,1
12,hsa-miR-4444,1,-1
12,hsa-miR-4733-3p,1,1
12,hsa-miR-1973,1,1
12,hsa-miR-362-3p,1,1
12,hsa-miR-499a-3p,1,1
12,hsa-miR-4723-3p,1,-1
12,hsa-miR-3121-3p,1,1
12,hsa-miR-548j-3p,1,1
12,hsa-miR-7106-3p,1,-1
12,hsa-miR-548ap-5p,1,1
12,hsa-miR-6511b-5p,1,1
12,hsa-miR-212-5p,1,1
12,hsa-miR-551a,1,1
12,hsa-miR-1288-3p,1,1
12,hsa-miR-2110,1,1
12,hsa-miR-5698,1,1
12,hsa-miR-3714,1,-1
12,hsa-miR-3692-3p,1,1
12,hsa-miR-23a-5p,1,-1
12,hsa-mir-19b-1,1,1
12,hsa-miR-4659a-5p,1,1
12,hsa-miR-4694-3p,1,-1
12,hsa-miR-506-3p,1,1
12,hsa-miR-3617-3p,1,1
12,hsa-miR-3176,1,-1
12,hsa-miR-149-3p,1,-1
12,hsa-miR-4422,1,-1
12,hsa-miR-29c-5p,1,1
12,hsa-miR-876-3p,1,-1
12,hsa-miR-30e-3p,1,1
12,hsa-miR-6509-5p,1,-1
12,hsa-miR-4999-3p,1,1
12,hsa-miR-516a-5p,1,-1
12,hsa-miR-302b-5p,1,1
12,hsa-miR-412-3p,1,-1
12,hsa-let-7c-5p,1,1
12,hsa-miR-486-5p,1,1
12,hsa-miR-4723-5p,1,1
12,hsa-miR-548k,1,-1
12,hsa-miR-4433b-3p,1,1
12,hsa-miR-500b-5p,1,-1
12,hsa-miR-526b-5p,1,1
12,hsa-miR-5010-5p,1,1
12,hsa-miR-670-3p,1,-1
12,hsa-miR-483-3p,1,1
12,hsa-miR-151a-5p|hsa-miR-151b,1,1
12,hsa-miR-4699-5p,1,-1
12,hsa-miR-4750-3p,1,-1
12,hsa-miR-484,1,1
12,hsa-miR-1258,1,1
12,hsa-miR-194-3p,1,-1
12,hsa-let-7i-3p,1,1
12,hsa-miR-7158-3p,1,1
12,hsa-miR-24-1-5p,1,1
12,hsa-miR-520a-3p,1,-1
12,hsa-miR-17-5p,1,-1
12,hsa-miR-34a-3p,1,1
12,hsa-miR-1248,1,1
12,hsa-miR-139-5p,1,-1
12,hsa-miR-9-3p,1,-1
12,hsa-miR-3160-3p,1,1
12,hsa-miR-2681-3p,1,-1
12,hsa-miR-548b-5p,1,1
12,hsa-miR-374a-3p,1,1
12,hsa-miR-6736-3p,1,1
12,hsa-miR-6780a-5p,1,1
12,hsa-miR-28-5p,1,1
12,hsa-miR-3677-3p,1,-1
12,hsa-miR-378a-3p,1,1
12,hsa-mir-129-1,1,1
12,hsa-miR-33b-5p,1,1
12,hsa-miR-4755-5p,1,-1
12,hsa-miR-6741-5p,1,-1
12,hsa-miR-642b-5p,1,1
12,hsa-miR-3942-3p,1,1
12,hsa-miR-133a-5p,1,-1
12,hsa-miR-155-3p,1,-1
12,hsa-miR-29b-2-5p,1,1
12,hsa-miR-4696,1,1
12,hsa-miR-106a-5p,1,1
12,hsa-miR-6873-5p,1,1
12,hsa-miR-1284,1,1
12,hsa-miR-32-3p,1,-1
12,hsa-miR-378f,1,-1
12,hsa-miR-191-5p,1,1
12,hsa-miR-6505-3p,1,-1
12,hsa-miR-758-3p,1,1
12,hsa-miR-18b-5p,1,1
12,hsa-miR-1287-5p,1,1
12,hsa-miR-142-5p,1,-1
12,hsa-mir-23a,1,1
12,hsa-miR-1185-2-3p,1,1
12,hsa-miR-7155-5p,1,1
12,hsa-miR-494-5p,1,-1
12,hsa-miR-146b-3p,1,-1
12,hsa-miR-29c-3p,1,-1
12,hsa-miR-6726-3p,1,-1
12,hsa-miR-6511a-3p,1,1
12,hsa-miR-7975,1,1
12,hsa-miR-548am-5p|hsa-miR-548au-5p|hsa-miR-548c-5p|hsa-miR-548o-5p,1,1
12,hsa-miR-6516-5p,1,1
12,hsa-miR-513a-3p,1,1
12,hsa-miR-181a-2-3p,1,1
12,hsa-miR-548w,1,1
12,hsa-miR-3144-3p,1,1
12,hsa-miR-6734-3p,1,1
12,hsa-miR-103b,1,1
12,hsa-miR-627-3p,1,-1
12,hsa-miR-6503-3p,1,-1
12,hsa-miR-7160-5p,1,1
12,hsa-miR-432-5p,1,-1
12,hsa-miR-6825-3p,1,-1
12,hsa-miR-627-5p,1,-1
12,hsa-miR-4753-3p,1,1
12,hsa-miR-5001-3p,1,-1
12,hsa-miR-4800-5p,1,1
12,hsa-miR-214-3p,1,-1
12,hsa-miR-181d-5p,1,1
12,hsa-miR-548b-3p,1,1
12,hsa-miR-497-5p,1,1
12,hsa-miR-1912,1,-1
12,hsa-miR-371a-3p,1,1
12,hsa-miR-92a-2-5p,1,1
12,hsa-miR-3153,1,1
12,hsa-miR-6769a-5p,1,1
12,hsa-miR-23b-3p,1,1
12,hsa-miR-676-3p,1,-1
12,hsa-miR-668-3p,1,-1
12,hsa-miR-4795-5p,1,1
12,hsa-miR-6812-5p,1,-1
12,hsa-miR-450a-1-3p,1,1
12,hsa-miR-3130-5p,1,-1
12,hsa-miR-451b,1,1
12,hsa-miR-6822-5p,1,-1
12,hsa-miR-374b-3p,1,1
12,hsa-miR-628-5p,1,-1
12,hsa-miR-122-3p,1,-1
12,hsa-miR-6503-5p,1,1
12,hsa-miR-3616-3p,1,1
12,hsa-miR-3941,1,1
12,hsa-miR-6889-3p,1,1
12,hsa-miR-504-3p,1,-1
12,hsa-miR-3606-5p,1,-1
12,hsa-miR-1285-3p,1,1
12,hsa-miR-4473,1,1
12,hsa-miR-26b-3p,1,1
12,hsa-miR-7151-5p,1,1
12,hsa-miR-212-3p,1,1
12,hsa-miR-431-3p,1,1
12,hsa-miR-4688,1,-1
12,hsa-miR-5006-3p,1,-1
12,hsa-mir-92a-1,1,-1
12,hsa-miR-4788,1,1
12,hsa-miR-4467,1,1
12,hsa-miR-718,1,1
12,hsa-miR-219a-5p,1,-1
12,hsa-miR-144-3p,1,1
12,hsa-miR-381-5p,1,-1
12,hsa-miR-196b-5p,1,-1
12,hsa-miR-6770-5p,1,1
12,hsa-miR-5583-5p,1,-1
12,hsa-miR-6779-5p,1,1
12,hsa-miR-6815-3p,1,-1
12,hsa-miR-760,1,-1
12,hsa-miR-6742-3p,1,1
12,hsa-miR-891a-5p,1,-1
12,hsa-miR-548ad-5p|hsa-miR-548ae-5p|hsa-miR-548ay-5p|hsa-miR-548d-5p,1,-1
12,hsa-miR-200b-5p,1,-1
12,hsa-miR-4512,1,-1
12,hsa-miR-6840-5p,1,1
12,hsa-miR-543,1,-1
12,hsa-miR-1270,1,-1
12,hsa-miR-6878-5p,1,1
12,hsa-miR-4460,1,-1
12,hsa-miR-5194,1,-1
12,hsa-miR-2276-3p,1,-1
12,hsa-mir-548ap,1,1
12,hsa-miR-4763-5p,1,1
12,hsa-miR-7158-5p,1,1
12,hsa-miR-450a-5p,1,-1
12,hsa-miR-548aw,1,1
12,hsa-miR-302d-5p,1,-1
12,hsa-miR-129-2-3p,1,1
12,hsa-mir-27b,1,1
12,hsa-miR-633,1,1
12,hsa-miR-1299,1,-1
12,hsa-miR-3911,1,1
12,hsa-miR-1827,1,-1
12,hsa-miR-6813-5p,1,-1
12,hsa-miR-4491,1,-1
12,hsa-miR-5088-5p,1,-1
12,hsa-miR-3922-5p,1,1
12,hsa-miR-493-3p,1,-1
12,hsa-miR-579-5p,1,1
12,hsa-miR-933,1,-1
12,hsa-miR-31-5p,1,-1
12,hsa-miR-1236-3p,1,-1
12,hsa-miR-135b-5p,1,-1
12,hsa-miR-449b-3p,1,1
12,hsa-miR-198,1,1
12,hsa-miR-4742-5p,1,1
12,hsa-miR-6731-3p,1,-1
12,hsa-miR-514b-5p,1,-1
12,hsa-miR-4796-3p,1,1
12,hsa-miR-518b,1,-1
12,hsa-miR-518f-3p,1,1
12,hsa-miR-6783-5p,1,1
12,hsa-miR-34a-5p,1,-1
12,hsa-miR-3622a-5p,1,1
12,hsa-miR-5588-5p,1,-1
12,hsa-miR-378e,1,-1
12,hsa-miR-409-5p,1,-1
12,hsa-miR-6762-5p,1,1
12,hsa-miR-518c-5p,1,1
12,hsa-miR-18a-3p,1,-1
12,hsa-miR-520g-3p,1,-1
12,hsa-miR-6816-3p,1,-1
12,hsa-miR-887-5p,1,1
12,hsa-mir-526a-1,1,-1
12,hsa-miR-5004-3p,1,-1
12,hsa-miR-4536-5p,1,-1
12,hsa-miR-4782-5p,1,1
12,hsa-miR-16-1-3p,1,-1
12,hsa-miR-125b-2-3p,1,1
12,hsa-miR-23a-3p,1,1
12,hsa-miR-889-5p,1,1
12,hsa-miR-500a-3p,1,-1
12,hsa-miR-4670-5p,1,1
12,hsa-miR-3614-3p,1,1
12,hsa-miR-499b-3p,1,1
12,hsa-miR-873-3p,1,1
12,hsa-miR-654-5p,1,1
12,hsa-mir-23b,1,-1
12,hsa-miR-3622b-3p,1,1
12,hsa-miR-6865-5p,1,-1
12,hsa-miR-6769a-3p,1,1
12,hsa-mir-296,1,-1
12,hsa-miR-490-3p,1,-1
12,hsa-miR-548y,1,1
12,hsa-miR-19b-2-5p,1,-1
12,hsa-let-7d-5p,1,1
12,hsa-miR-513c-3p,1,-1
12,hsa-miR-607,1,-1
12,hsa-miR-4431,1,-1
12,hsa-miR-3145-5p,1,1
12,hsa-miR-346,1,1
12,hsa-miR-4747-3p,1,-1
12,hsa-miR-6766-3p,1,1
12,hsa-miR-6805-5p,1,-1
12,hsa-miR-3145-3p,1,-1
12,hsa-miR-412-5p,1,1
12,hsa-miR-6885-5p,1,-1
12,hsa-miR-6780b-5p,1,1
12,hsa-miR-6815-5p,1,-1
12,hsa-miR-598-3p,1,1
12,hsa-miR-634,1,-1
12,hsa-miR-4719,1,-1
12,hsa-miR-1245b-3p,1,1
12,hsa-miR-148a-5p,1,1
12,hsa-miR-433-3p,1,-1
12,hsa-miR-191-3p,1,1
12,hsa-miR-342-3p,1,1
12,hsa-miR-1254,1,1
12,hsa-miR-6847-5p,1,1
12,hsa-miR-552-5p,1,1
12,hsa-mir-320b-1,1,-1
12,hsa-miR-3923,1,-1
12,hsa-miR-548ad-5p|hsa-miR-548ae-5p,1,-1
12,hsa-miR-624-5p,1,-1
12,hsa-miR-6826-3p,1,-1
12,hsa-miR-4708-3p,1,-1
12,hsa-miR-514b-3p,1,1
12,hsa-miR-6781-3p,1,1
13,hsa-miR-140-5p,1,1
13,hsa-let-7a-2,1,1
13,hsa-miR-1304-5p,1,1
13,hsa-miR-6836-3p,1,1
13,hsa-miR-29b-1-5p,1,-1
13,hsa-miR-25-3p,1,-1
13,hsa-miR-5089-3p,1,-1
13,hsa-miR-3140-3p,1,-1
13,hsa-miR-3692-3p,1,1
13,hsa-miR-612,1,1
13,hsa-miR-548au-5p,1,1
13,hsa-miR-4519,1,-1
13,hsa-miR-6731-5p,1,1
13,hsa-miR-194-5p,1,1
13,hsa-miR-7973,1,1
13,hsa-miR-6858-5p,1,1
13,hsa-miR-5681a,1,-1
13,hsa-miR-18a-5p,1,-1
13,hsa-miR-656-5p,1,1
13,hsa-miR-3614-5p,1,-1
13,hsa-miR-3667-5p,1,1
13,hsa-miR-6837-5p,1,1
13,hsa-miR-4726-3p,1,1
13,hsa-miR-6501-5p,1,-1
13,hsa-miR-376a-3p,1,1
13,hsa-miR-576-3p,1,-1
13,hsa-miR-1343-3p,1,-1
13,hsa-mir-30b,1,1
13,hsa-miR-5001-5p,1,-1
13,hsa-miR-4682,1,-1
13,hsa-miR-32-5p,1,-1
13,hsa-miR-6870-3p,1,-1
13,hsa-miR-1273c,1,-1
13,hsa-miR-199a-3p|hsa-miR-199b-3p,1,1
13,hsa-miR-6132,1,1
13,hsa-miR-5009-5p,1,1
13,hsa-miR-186-3p,1,1
13,hsa-miR-181a-3p,1,1
13,hsa-miR-373-5p,1,1
13,hsa-miR-137,1,-1
13,hsa-miR-411-3p,1,1
13,hsa-miR-3657,1,-1
13,hsa-miR-6881-3p,1,1
13,hsa-miR-379-5p,1,-1
